1.9.9,Revision Numbers,https://uefi.org/specs/UEFI/2.10/01_Introduction.html#revision-numbers
2,Overview,https://uefi.org/specs/UEFI/2.10/02_Overview.html
2.1,Boot Manager,https://uefi.org/specs/UEFI/2.10/02_Overview.html#boot-manager
2.1.1,UEFI Images,https://uefi.org/specs/UEFI/2.10/02_Overview.html#uefi-images
2.1.2,UEFI Applications,https://uefi.org/specs/UEFI/2.10/02_Overview.html#uefi-applications
2.1.3,UEFI OS Loaders,https://uefi.org/specs/UEFI/2.10/02_Overview.html#uefi-os-loaders
2.1.4,UEFI Drivers,https://uefi.org/specs/UEFI/2.10/02_Overview.html#uefi-drivers
2.2,Firmware Core,https://uefi.org/specs/UEFI/2.10/02_Overview.html#firmware-core
2.2.1,UEFI Services,https://uefi.org/specs/UEFI/2.10/02_Overview.html#uefi-services
2.2.2,Runtime Services,https://uefi.org/specs/UEFI/2.10/02_Overview.html#runtime-services
2.3,Calling Conventions,https://uefi.org/specs/UEFI/2.10/02_Overview.html#calling-conventions
2.3.1,Data Types,https://uefi.org/specs/UEFI/2.10/02_Overview.html#data-types
2.3.2,IA-32 Platforms,https://uefi.org/specs/UEFI/2.10/02_Overview.html#ia-32-platforms
2.3.2.1,Handoff State,https://uefi.org/specs/UEFI/2.10/02_Overview.html#handoff-state
2.3.2.2,Calling Convention,https://uefi.org/specs/UEFI/2.10/02_Overview.html#calling-convention
2.3.3,Intel-Itanium--Based Platforms,https://uefi.org/specs/UEFI/2.10/02_Overview.html#intelitanium-based-platforms
2.3.3.1,Handoff State,https://uefi.org/specs/UEFI/2.10/02_Overview.html#handoff-state-1
2.3.3.2,Calling Convention,https://uefi.org/specs/UEFI/2.10/02_Overview.html#calling-convention-1
2.3.4,x64 Platforms,https://uefi.org/specs/UEFI/2.10/02_Overview.html#x64-platforms
2.3.4.1,Handoff State,https://uefi.org/specs/UEFI/2.10/02_Overview.html#handoff-state-2
2.3.4.2,Detailed Calling Conventions,https://uefi.org/specs/UEFI/2.10/02_Overview.html#detailed-calling-conventions
2.3.4.3,Enabling Paging or Alternate Translations in an Application,https://uefi.org/specs/UEFI/2.10/02_Overview.html#enabling-paging-or-alternate-translations-in-an-application
2.3.5,AArch32 Platforms,https://uefi.org/specs/UEFI/2.10/02_Overview.html#aarch32-platforms
2.3.5.1,Handoff State,https://uefi.org/specs/UEFI/2.10/02_Overview.html#handoff-state-3
2.3.5.2,Enabling Paging or Alternate Translations in an Application,https://uefi.org/specs/UEFI/2.10/02_Overview.html#enabling-paging-or-alternate-translations-in-an-application-1
2.3.5.3,Detailed Calling Convention,https://uefi.org/specs/UEFI/2.10/02_Overview.html#detailed-calling-convention
2.3.6,AArch64 Platforms,https://uefi.org/specs/UEFI/2.10/02_Overview.html#aarch64-platforms
2.3.6.1,Memory types,https://uefi.org/specs/UEFI/2.10/02_Overview.html#memory-types
2.3.6.2,Handoff State,https://uefi.org/specs/UEFI/2.10/02_Overview.html#handoff-state-4
2.3.6.3,Enabling Paging or Alternate Translations in an Application,https://uefi.org/specs/UEFI/2.10/02_Overview.html#enabling-paging-or-alternate-translations-in-an-application-2
2.3.6.4,Detailed Calling Convention,https://uefi.org/specs/UEFI/2.10/02_Overview.html#detailed-calling-convention-1
2.3.7,RISC-V Platforms,https://uefi.org/specs/UEFI/2.10/02_Overview.html#risc-v-platforms
2.3.7.1,Handoff State,https://uefi.org/specs/UEFI/2.10/02_Overview.html#handoff-state-5
2.3.7.2,Data Alignment,https://uefi.org/specs/UEFI/2.10/02_Overview.html#data-alignment
2.3.7.3,Detailed Calling Convention,https://uefi.org/specs/UEFI/2.10/02_Overview.html#detailed-calling-convention-2
2.3.8,LoongArch Platforms,https://uefi.org/specs/UEFI/2.10/02_Overview.html#loongarch-platforms
2.3.8.1,Handoff Statue,https://uefi.org/specs/UEFI/2.10/02_Overview.html#handoff-statue
2.3.8.2,Detailed Calling Convention,https://uefi.org/specs/UEFI/2.10/02_Overview.html#id33
2.4,Protocols,https://uefi.org/specs/UEFI/2.10/02_Overview.html#protocols
2.5,UEFI Driver Model,https://uefi.org/specs/UEFI/2.10/02_Overview.html#uefi-driver-model
2.5.1,Legacy Option ROM Issues,https://uefi.org/specs/UEFI/2.10/02_Overview.html#legacy-option-rom-issues
2.5.1.1,32-bit/16-Bit Real Mode Binaries,https://uefi.org/specs/UEFI/2.10/02_Overview.html#bit-16-bit-real-mode-binaries
2.5.1.2,Fixed Resources for Working with Option ROMs,https://uefi.org/specs/UEFI/2.10/02_Overview.html#fixed-resources-for-working-with-option-roms
2.5.1.3,Matching Option ROMs to their Devices,https://uefi.org/specs/UEFI/2.10/02_Overview.html#matching-option-roms-to-their-devices
2.5.1.4,Ties to PC-AT System Design,https://uefi.org/specs/UEFI/2.10/02_Overview.html#ties-to-pc-at-system-design
2.5.1.5,Ambiguities in Specification and WorkaroundsBorn of Experience,https://uefi.org/specs/UEFI/2.10/02_Overview.html#ambiguities-in-specification-and-workaroundsborn-of-experience
2.5.2,Driver Initialization,https://uefi.org/specs/UEFI/2.10/02_Overview.html#driver-initialization
2.5.3,Host Bus Controllers,https://uefi.org/specs/UEFI/2.10/02_Overview.html#host-bus-controllers
2.5.4,Device Drivers,https://uefi.org/specs/UEFI/2.10/02_Overview.html#device-drivers
2.5.5,Bus Drivers,https://uefi.org/specs/UEFI/2.10/02_Overview.html#bus-drivers
2.5.6,Platform Components,https://uefi.org/specs/UEFI/2.10/02_Overview.html#platform-components
2.5.7,Hot-Plug Events,https://uefi.org/specs/UEFI/2.10/02_Overview.html#hot-plug-events
2.5.8,EFI Services Binding,https://uefi.org/specs/UEFI/2.10/02_Overview.html#efi-services-binding
2.6,Requirements,https://uefi.org/specs/UEFI/2.10/02_Overview.html#requirements
2.6.1,Required Elements,https://uefi.org/specs/UEFI/2.10/02_Overview.html#required-elements
2.6.2,Platform-Specific Elements,https://uefi.org/specs/UEFI/2.10/02_Overview.html#platform-specific-elements
2.6.3,Driver-Specific Elements,https://uefi.org/specs/UEFI/2.10/02_Overview.html#driver-specific-elements
2.6.4,Extensions to this Specification Published Elsewhere,https://uefi.org/specs/UEFI/2.10/02_Overview.html#extensions-to-this-specification-published-elsewhere
2.6.5,Cryptographic Algorithm Requirement,https://uefi.org/specs/UEFI/2.10/02_Overview.html#cryptographic-algorithm-requirement
3,Boot Manager,https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html
3.1,Firmware Boot Manager,https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#firmware-boot-manager
3.1.1,Boot Manager Programming,https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#boot-manager-programming
3.1.2,Load Option Processing,https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#load-option-processing
3.1.3,Load Options,https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#load-options
3.1.4,Boot Manager Capabilities,https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#boot-manager-capabilities
3.1.5,Launching Boot#### Applications,https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#launching-boot-applications
3.1.6,Launching Boot#### Load Options Using Hot Keys,https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#launching-boot-load-options-using-hot-keys
3.1.7,Required System Preparation Applications,https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#required-system-preparation-applications
3.2,Boot Manager Policy Protocol,https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#boot-manager-policy-protocol
3.2.1,EFI_BOOT_MANAGER_POLICY_PROTOCOL,https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#efi-boot-manager-policy-protocol
3.2.2,EFI_BOOT_MANAGER_POLICY_PROTOCOL.ConnectDevicePath(),https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#efi-boot-manager-policy-protocol-connectdevicepath
3.2.3,EFI_BOOT_MANAGER_POLICY_PROTOCOL.ConnectDeviceClass(),https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#efi-boot-manager-policy-protocol-connectdeviceclass
3.3,Globally Defined Variables,https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#globally-defined-variables
3.4,Boot Option Recovery,https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#boot-option-recovery
3.4.1,OS-Defined Boot Option Recovery,https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#os-defined-boot-option-recovery
3.4.2,Platform-Defined Boot Option Recovery,https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#platform-defined-boot-option-recovery
3.4.3,Boot Option Variables Default Boot Behavior,https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#boot-option-variables-default-boot-behavior
3.5,Boot Mechanisms,https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#boot-mechanisms
3.5.1,Boot via the Simple File Protocol,https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#boot-via-the-simple-file-protocol
3.5.1.1,Removable Media Boot Behavior,https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#removable-media-boot-behavior
3.5.2,Boot via the Load File Protocol,https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#boot-via-the-load-file-protocol
3.5.2.1,Network Booting,https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#network-booting
3.5.2.2,Future Boot Media,https://uefi.org/specs/UEFI/2.10/03_Boot_Manager.html#future-boot-media
4,EFI System Table,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html
4.1,UEFI Image Entry Point,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#uefi-image-entry-point
4.1.1,EFI_IMAGE_ENTRY_POINT,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#efi-image-entry-point
4.2,EFI Table Header,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#efi-table-header
4.2.1,EFI_TABLE_HEADER,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#id4
4.3,EFI System Table,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#efi-system-table-1
4.3.1,EFI_SYSTEM_TABLE,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#id6
4.4,EFI Boot Services Table,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#efi-boot-services-table
4.4.1,EFI_BOOT_SERVICES,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#efi-boot-services
4.5,EFI Runtime Services Table,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#efi-runtime-services-table
4.5.1,EFI_RUNTIME_SERVICES,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#efi-runtime-services
4.6,EFI Configuration Table & Properties Table,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#efi-configuration-table-properties-table
4.6.1,EFI_CONFIGURATION_TABLE,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#efi-configuration-table
4.6.1.1,Industry Standard Configuration Tables,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#industry-standard-configuration-tables
4.6.1.2,JSON Configuration Tables,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#json-configuration-tables
4.6.1.3,Devicetree Tables,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#devicetree-tables
4.6.2,EFI_RT_PROPERTIES_TABLE,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#efi-rt-properties-table
4.6.3,EFI_PROPERTIES_TABLE (deprecated),https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#efi-properties-table-deprecated
4.6.4,EFI_MEMORY_ATTRIBUTES_TABLE,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#efi-memory-attributes-table
4.6.5,EFI_CONFORMANCE_PROFILE_TABLE,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#efi-conformance-profile-table
4.6.6,Other Configuration Tables,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#other-configuration-tables
4.7,Image Entry Point Examples,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#image-entry-point-examples
4.7.1,Image Entry Point Examples,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#id19
4.7.2,UEFI Driver Model Example,https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#uefi-driver-model-example
4.7.3,UEFI Driver Model Example (Unloadable),https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#uefi-driver-model-example-unloadable
4.7.4,EFI Driver Model Example (Multiple Instances),https://uefi.org/specs/UEFI/2.10/04_EFI_System_Table.html#efi-driver-model-example-multiple-instances
5,GUID Partition Table (GPT) Disk Layout,https://uefi.org/specs/UEFI/2.10/05_GUID_Partition_Table_Format.html
5.1,GPT and MBR disk layout comparison,https://uefi.org/specs/UEFI/2.10/05_GUID_Partition_Table_Format.html#gpt-and-mbr-disk-layout-comparison
5.2,LBA 0 Format,https://uefi.org/specs/UEFI/2.10/05_GUID_Partition_Table_Format.html#lba-0-format
5.2.1,Legacy Master Boot Record (MBR),https://uefi.org/specs/UEFI/2.10/05_GUID_Partition_Table_Format.html#legacy-master-boot-record-mbr
5.2.2,OS Types,https://uefi.org/specs/UEFI/2.10/05_GUID_Partition_Table_Format.html#os-types
5.2.3,Protective MBR,https://uefi.org/specs/UEFI/2.10/05_GUID_Partition_Table_Format.html#protective-mbr
5.2.4,Partition Information,https://uefi.org/specs/UEFI/2.10/05_GUID_Partition_Table_Format.html#partition-information
5.3,GUID Partition Table (GPT) Disk Layout,https://uefi.org/specs/UEFI/2.10/05_GUID_Partition_Table_Format.html#guid-partition-table-gpt-disk-layout-1
5.3.1,GPT overview,https://uefi.org/specs/UEFI/2.10/05_GUID_Partition_Table_Format.html#gpt-overview
5.3.2,GPT Header,https://uefi.org/specs/UEFI/2.10/05_GUID_Partition_Table_Format.html#gpt-header
5.3.3,GPT Partition Entry Array,https://uefi.org/specs/UEFI/2.10/05_GUID_Partition_Table_Format.html#gpt-partition-entry-array
6,Block Translation Table (BTT) Layout,https://uefi.org/specs/UEFI/2.10/06_Block_Transition_Table_Layout.html
6.1,Block Translation Table (BTT) Background,https://uefi.org/specs/UEFI/2.10/06_Block_Transition_Table_Layout.html#block-translation-table-btt-background
6.2,Block Translation Table (BTT) Data Structures,https://uefi.org/specs/UEFI/2.10/06_Block_Transition_Table_Layout.html#block-translation-table-btt-data-structures
6.2.1,BTT Info Block,https://uefi.org/specs/UEFI/2.10/06_Block_Transition_Table_Layout.html#btt-info-block
6.2.2,BTT Map Entry,https://uefi.org/specs/UEFI/2.10/06_Block_Transition_Table_Layout.html#btt-map-entry
6.2.3,BTT Flog,https://uefi.org/specs/UEFI/2.10/06_Block_Transition_Table_Layout.html#btt-flog
6.2.4,BTT Data Area,https://uefi.org/specs/UEFI/2.10/06_Block_Transition_Table_Layout.html#btt-data-area
6.2.5,NVDIMM Label Protocol Address Abstraction Guid,https://uefi.org/specs/UEFI/2.10/06_Block_Transition_Table_Layout.html#nvdimm-label-protocol-address-abstraction-guid
6.3,BTT Theory of Operation,https://uefi.org/specs/UEFI/2.10/06_Block_Transition_Table_Layout.html#btt-theory-of-operation
6.3.1,BTT Arenas,https://uefi.org/specs/UEFI/2.10/06_Block_Transition_Table_Layout.html#btt-arenas
6.3.2,Atomicity of Data Blocks in an Arena,https://uefi.org/specs/UEFI/2.10/06_Block_Transition_Table_Layout.html#atomicity-of-data-blocks-in-an-arena
6.3.3,Atomicity of BTT Data Structures,https://uefi.org/specs/UEFI/2.10/06_Block_Transition_Table_Layout.html#atomicity-of-btt-data-structures
6.3.4,Writing the Initial BTT layout,https://uefi.org/specs/UEFI/2.10/06_Block_Transition_Table_Layout.html#writing-the-initial-btt-layout
6.3.5,Validating BTT Arenas at start-up,https://uefi.org/specs/UEFI/2.10/06_Block_Transition_Table_Layout.html#validating-btt-arenas-at-start-up
6.3.6,Validating the Flog entries at start-up,https://uefi.org/specs/UEFI/2.10/06_Block_Transition_Table_Layout.html#validating-the-flog-entries-at-start-up
6.3.7,Read Path,https://uefi.org/specs/UEFI/2.10/06_Block_Transition_Table_Layout.html#read-path
6.3.8,Write Path,https://uefi.org/specs/UEFI/2.10/06_Block_Transition_Table_Layout.html#write-path
7,Services - Boot Services,https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html
7.1,"Event, Timer, and Task Priority Services",https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#event-timer-and-task-priority-services
7.1.1,EFI_BOOT_SERVICES.CreateEvent(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-createevent
7.1.2,EFI_BOOT_SERVICES.CreateEventEx(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-createeventex
7.1.3,EFI_BOOT_SERVICES.CloseEvent(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-closeevent
7.1.4,EFI_BOOT_SERVICES.SignalEvent(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-signalevent
7.1.5,EFI_BOOT_SERVICES.WaitForEvent(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-waitforevent
7.1.6,EFI_BOOT_SERVICES.CheckEvent(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-checkevent
7.1.7,EFI_BOOT_SERVICES.SetTimer(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-settimer
7.1.8,EFI_BOOT_SERVICES.RaiseTPL(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-raisetpl
7.1.9,EFI_BOOT_SERVICES.RestoreTPL(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-restoretpl
7.2,Memory Allocation Services,https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#memory-allocation-services
7.2.1,EFI_BOOT_SERVICES.AllocatePages(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-allocatepages
7.2.2,EFI_BOOT_SERVICES.FreePages(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-freepages
7.2.3,EFI_BOOT_SERVICES.GetMemoryMap(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-getmemorymap
7.2.4,EFI_BOOT_SERVICES.AllocatePool(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-allocatepool
7.2.5,EFI_BOOT_SERVICES.FreePool(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-freepool
7.3,Protocol Handler Services,https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#protocol-handler-services
7.3.1,Driver Model Boot Services,https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#driver-model-boot-services
7.3.2,EFI_BOOT_SERVICES.InstallProtocolInterface(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-installprotocolinterface
7.3.3,EFI_BOOT_SERVICES.UninstallProtocolInterface(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-uninstallprotocolinterface
7.3.4,EFI_BOOT_SERVICES.ReinstallProtocolInterface(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-reinstallprotocolinterface
7.3.5,EFI_BOOT_SERVICES.RegisterProtocolNotify(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-registerprotocolnotify
7.3.6,EFI_BOOT_SERVICES.LocateHandle(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-locatehandle
7.3.7,EFI_BOOT_SERVICES.HandleProtocol(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-handleprotocol
7.3.8,EFI_BOOT_SERVICES.LocateDevicePath(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-locatedevicepath
7.3.9,EFI_BOOT_SERVICES.OpenProtocol(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-openprotocol
7.3.10,EFI_BOOT_SERVICES.CloseProtocol(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-closeprotocol
7.3.11,EFI_BOOT_SERVICES.OpenProtocolInformation(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-openprotocolinformation
7.3.12,EFI_BOOT_SERVICES.ConnectController(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-connectcontroller
7.3.13,EFI_BOOT_SERVICES.DisconnectController(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-disconnectcontroller
7.3.14,EFI_BOOT_SERVICES.ProtocolsPerHandle(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-protocolsperhandle
7.3.15,EFI_BOOT_SERVICES.LocateHandleBuffer(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-locatehandlebuffer
7.3.16,EFI_BOOT_SERVICES.LocateProtocol(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-locateprotocol
7.3.17,EFI_BOOT_SERVICES.InstallMultipleProtocolInterfaces(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-installmultipleprotocolinterfaces
7.3.18,EFI_BOOT_SERVICES.UninstallMultipleProtocolInterfaces(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-uninstallmultipleprotocolinterfaces
7.4,Image Services,https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#image-services
7.4.1,EFI_BOOT_SERVICES.LoadImage(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-loadimage
7.4.2,EFI_BOOT_SERVICES.StartImage(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-startimage
7.4.3,EFI_BOOT_SERVICES.UnloadImage(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-unloadimage
7.4.4,EFI_IMAGE_ENTRY_POINT,https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-image-entry-point
7.4.5,EFI_BOOT_SERVICES.Exit(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-exit
7.4.6,EFI_BOOT_SERVICES.ExitBootServices(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-exitbootservices
7.5,Miscellaneous Boot Services,https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#miscellaneous-boot-services
7.5.1,EFI_BOOT_SERVICES.SetWatchdogTimer(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-setwatchdogtimer
7.5.2,EFI_BOOT_SERVICES.Stall(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-stall
7.5.3,EFI_BOOT_SERVICES.CopyMem(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-copymem
7.5.4,EFI_BOOT_SERVICES.SetMem(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-setmem
7.5.5,EFI_BOOT_SERVICES.GetNextMonotonicCount(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-getnextmonotoniccount
7.5.6,EFI_BOOT_SERVICES.InstallConfigurationTable(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-installconfigurationtable
7.5.7,EFI_BOOT_SERVICES.CalculateCrc32(),https://uefi.org/specs/UEFI/2.10/07_Services_Boot_Services.html#efi-boot-services-calculatecrc32
8,Services - Runtime Services,https://uefi.org/specs/UEFI/2.10/08_Services_Runtime_Services.html
8.1,Runtime Services Rules and Restrictions,https://uefi.org/specs/UEFI/2.10/08_Services_Runtime_Services.html#runtime-services-rules-and-restrictions
8.1.1,"Exception for Machine Check, INIT, and NMI",https://uefi.org/specs/UEFI/2.10/08_Services_Runtime_Services.html#exception-for-machine-check-init-and-nmi
8.2,Variable Services,https://uefi.org/specs/UEFI/2.10/08_Services_Runtime_Services.html#variable-services
8.2.1,GetVariable(),https://uefi.org/specs/UEFI/2.10/08_Services_Runtime_Services.html#getvariable
8.2.2,GetNextVariableName(),https://uefi.org/specs/UEFI/2.10/08_Services_Runtime_Services.html#getnextvariablename
8.2.3,SetVariable(),https://uefi.org/specs/UEFI/2.10/08_Services_Runtime_Services.html#setvariable
8.2.4,QueryVariableInfo(),https://uefi.org/specs/UEFI/2.10/08_Services_Runtime_Services.html#queryvariableinfo
8.2.5,Using the EFI_VARIABLE_AUTHENTICATION_3 descriptor,https://uefi.org/specs/UEFI/2.10/08_Services_Runtime_Services.html#using-the-efi-variable-authentication-3-descriptor
